Frame number,2892
First frame,1
Point frequency,30
Analog frequency,30

Time,M000,,,M001,,,M002,,,M003,,,M004,,,M005,,,M006,,,M007,,,M008,,,M009,,,M010,,,M011,,,M012,,,M013,,,M014,,,M015,,,M016,,,M017,,,M018,,,M019,,,M020,,,M021,,,M022,,,M023,,,M024,,,M025,,,M026,,,M027,,,M028,,,M029,,,M030,,,M031,,,M032,,,M033,,,M034,,,M035,,,M036,,,M037,,,M038,,,M039,,,M040,,,M041,,,M042,,,M043,,,M044,,,M045,,,M046,,,M047,,,M048,,,M049,,,M050,,,M051,,,M052,,,M053,,,M054,,,M055,,,M056,,,M057,,,M058,,,M059,,,M060,,,M061,,,M062,,,M063,,,M064,,,M065,,,M066,,,M067,,,M068,,,M069,,,M070,,,M071,,
0.266667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-607.567,502.804,2553.87,-562.938,565.401,2391.87,-818.832,698.564,2630.81,-825.932,662.484,2473.01,-782.027,404.996,2241.32,-728.704,741.6,2241.46,-864.91,517.729,2632.69,0,0,0,0,0,0,-663.643,869.836,2694.42,-642.053,1001.84,2686.02,-654.08,1093.85,2665.73,-575.544,1171.66,2672.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-884.326,82.0136,2669.93,-859.549,1.5939,2709.06,0,0,0,-875.632,-1.5939,2633.85,0,0,0,-715.083,693.203,1371.48,-727.979,728.559,1584.77,0,0,0,0,0,0,-701.028,709.867,1780.97,-691.754,722.763,1883.56,-634.373,715.663,2232.77,0,0,0,-704.071,387.463,2224.94,-714.069,391.231,1887.33,-732.761,404.851,1751.84,-725.516,411.952,1588.4,0,0,0,0,0,0,-747.541,434.411,1388.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-607.277,501.79,2553.72,-562.938,564.242,2391.58,-817.817,698.419,2630.81,-825.207,662.194,2473.16,-782.896,404.562,2241.46,-727.979,741.02,2241.46,-864.33,517.729,2632.98,0,0,0,0,0,0,-662.194,869.257,2694.42,-640.459,1001.26,2686.31,-652.341,1093.27,2665.88,-573.66,1170.94,2672.54,0,0,0,0,0,0,0,0,0,0,0,0,-799.705,277.339,2703.11,0,0,0,-885.775,82.3034,2670.51,-861.432,1.8837,2709.78,0,0,0,-877.516,-1.449,2634.72,0,0,0,-715.083,693.058,1371.63,-727.979,728.269,1584.77,0,0,0,0,0,0,-701.028,709.432,1780.97,-691.754,722.183,1883.56,-633.939,714.793,2232.62,0,0,0,-704.94,386.739,2224.94,-715.228,390.796,1887.33,-733.92,404.417,1751.99,-726.385,411.517,1588.54,0,0,0,0,0,0,-747.83,434.121,1389.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-606.987,501.065,2553.58,-562.938,563.083,2391.43,-816.948,697.985,2630.95,-824.628,661.905,2473.3,-783.621,404.272,2241.46,-727.544,740.44,2241.61,-863.896,517.439,2633.27,0,0,0,0,0,0,-661.18,868.677,2694.28,-639.155,1000.54,2686.31,-650.892,1092.55,2665.88,-572.211,1170.21,2672.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-886.5,82.0136,2671.38,-862.012,1.7388,2710.79,0,0,0,-878.096,-1.7388,2635.74,0,0,0,-715.228,693.058,1371.63,-727.979,728.124,1584.77,0,0,0,0,0,0,-701.173,708.852,1780.97,-691.609,721.748,1883.56,-633.504,713.924,2232.48,0,0,0,-705.809,386.014,2224.94,-716.387,390.361,1887.18,-735.079,404.417,1751.99,-727.255,411.227,1588.69,0,0,0,0,0,0,-748.12,433.976,1388.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.366667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-606.842,500.196,2553.29,-562.938,562.213,2391.14,-816.223,697.26,2631.1,-824.193,661.325,2473.59,-784.2,403.837,2241.46,-726.965,740.006,2241.61,-863.316,516.859,2633.71,0,0,0,-716.822,720.154,2725.72,-660.311,867.808,2694.13,-638.431,999.667,2686.16,-650.023,1091.68,2665.73,-571.197,1169.35,2672.25,0,0,0,0,0,0,0,0,0,0,0,0,-799.27,276.325,2703.84,-845.783,183.734,2695.15,-886.355,81.5789,2672.54,-861.432,1.3041,2711.95,0,0,0,-877.951,-2.4633,2636.9,0,0,0,-715.083,692.913,1371.63,-728.124,727.689,1584.92,0,0,0,0,0,0,-701.173,708.418,1780.97,-691.464,721.169,1883.41,-633.069,713.199,2232.48,0,0,0,-706.389,385.58,2224.8,-717.112,390.072,1887.18,-735.804,404.127,1751.99,-727.979,410.937,1588.69,0,0,0,0,0,0,-748.41,433.831,1388.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-606.553,499.326,2553,-563.083,561.489,2390.85,-815.499,696.391,2631.53,-823.903,660.6,2473.88,-784.635,403.547,2241.46,-726.82,739.426,2241.46,-862.591,516.135,2634.14,0,0,0,0,0,0,-659.441,866.794,2694.28,-637.561,998.798,2686.16,-649.298,1090.52,2665.44,-570.617,1168.62,2671.67,0,0,0,0,0,0,0,0,0,0,0,0,-798.256,275.6,2704.13,0,0,0,-885.341,80.5646,2673.85,-859.983,0.434701,2713.26,0,0,0,-877.371,-3.47761,2638.34,0,0,0,-715.228,692.913,1371.77,-728.124,727.399,1584.92,0,0,0,0,0,0,-700.883,707.983,1780.97,-691.319,720.879,1883.41,-632.924,712.475,2232.48,0,0,0,-706.969,385.145,2224.8,-717.256,389.637,1887.18,-735.804,403.837,1751.84,-728.124,410.792,1588.54,0,0,0,0,0,0,-748.7,433.687,1388.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.433333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-606.263,498.457,2552.56,-563.517,561.054,2390.42,-814.919,695.377,2631.97,-823.758,659.876,2474.17,-784.925,403.113,2241.32,-726.675,738.847,2241.46,-861.867,515.121,2634.43,0,0,0,0,0,0,-658.572,865.779,2694.42,-636.692,997.928,2686.31,-648.864,1089.65,2665.59,-570.617,1168.04,2671.09,0,0,0,0,0,0,0,0,0,0,0,0,-797.097,274.586,2704.42,-843.32,181.705,2696.16,-883.747,79.2605,2674.86,-857.955,-0.434701,2714.27,0,0,0,-875.632,-4.78171,2639.65,0,0,0,-715.083,692.768,1371.77,-728.124,726.965,1585.06,0,0,0,0,0,0,-700.738,707.548,1780.97,-690.885,720.299,1883.41,-632.78,711.895,2232.48,0,0,0,-707.258,384.71,2224.8,-716.967,389.057,1887.04,-735.224,403.402,1751.84,-727.689,410.503,1588.4,0,0,0,0,0,0,-748.7,433.687,1388.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.466667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-605.973,497.877,2551.98,-563.807,560.619,2390.13,-814.485,694.362,2632.26,-823.613,659.151,2474.32,-784.925,402.678,2241.17,-726.53,738.267,2241.32,-861.142,513.961,2634.72,0,0,0,0,0,0,-658.137,864.765,2694.57,-636.547,997.059,2686.31,-649.153,1088.78,2665.59,-571.052,1167.46,2670.66,0,0,0,0,0,0,0,0,0,0,0,0,-795.503,273.572,2704.42,-841.581,180.546,2696.45,-881.718,77.9564,2675.58,-855.346,-1.449,2715,0,0,0,-873.604,-6.23071,2640.52,0,0,0,-715.228,692.623,1371.77,-728.124,726.675,1585.06,0,0,0,0,0,0,-700.448,706.969,1780.97,-690.595,719.865,1883.41,-632.635,711.171,2232.48,0,0,0,-707.258,384.131,2224.65,-716.387,388.623,1886.89,-734.644,402.968,1751.7,-727.255,410.213,1588.4,0,0,0,0,0,0,-748.555,433.542,1388.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-605.393,497.298,2551.84,-563.662,560.04,2389.84,-814.195,693.348,2632.26,-823.468,657.992,2474.32,-784.345,401.664,2240.88,-726.53,737.253,2241.32,-860.418,512.657,2634.87,0,0,0,0,0,0,-658.282,864.185,2694.42,-636.982,996.334,2686.16,-649.878,1088.06,2665.44,-572.066,1167.03,2670.37,0,0,0,0,0,0,0,0,0,0,0,0,-793.909,272.413,2704.42,0,0,0,-879.4,76.3625,2676.16,-852.159,-2.89801,2715.58,0,0,0,0,0,0,0,0,0,-715.228,692.623,1371.92,-728.269,726.24,1585.21,0,0,0,0,0,0,-700.448,706.389,1780.97,-690.595,719.285,1883.41,-632.635,710.591,2232.48,0,0,0,-706.679,383.406,2224.51,-715.952,388.188,1886.75,-734.355,402.678,1751.55,-727.11,409.923,1588.25,0,0,0,0,0,0,-748.555,433.542,1388.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.533333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-604.669,496.718,2551.84,-563.372,559.75,2389.84,-814.195,692.044,2632.11,-823.179,656.688,2474.32,-783.476,400.794,2240.88,-726.24,736.383,2241.17,-859.693,511.353,2634.87,0,0,0,-717.256,711.75,2726.3,-658.862,863.461,2694.13,-638.141,995.9,2685.87,-651.182,1087.62,2665.3,-573.37,1166.45,2670.37,0,0,0,0,0,0,0,0,0,0,0,0,-792.025,271.108,2704.42,0,0,0,-876.647,74.7686,2676.16,-849.116,-4.20211,2715.87,0,0,0,-867.373,-9.41852,2641.39,0,0,0,-715.373,692.478,1371.92,-728.559,725.95,1585.35,0,0,0,0,0,0,-700.448,705.809,1781.11,-690.595,718.705,1883.41,-632.49,710.011,2232.48,0,0,0,-705.664,382.682,2224.36,-715.518,387.608,1886.75,-734.065,402.243,1751.41,-727.11,409.633,1588.11,0,0,0,0,0,0,-748.7,433.397,1388.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-603.655,496.428,2551.69,-562.938,559.605,2389.7,-814.195,690.74,2632.11,-823.034,655.239,2474.32,-782.317,399.78,2240.88,-726.24,735.514,2241.17,-858.679,509.614,2634.87,0,0,0,-716.242,712.33,2727.31,-659.441,862.881,2693.84,-639.155,995.32,2685.73,-652.486,1086.9,2665.3,-574.819,1166.01,2670.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-873.604,73.0297,2676.02,-845.783,-5.65111,2715.87,0,0,0,-863.896,-11.0124,2641.24,0,0,0,-715.518,692.478,1371.92,-728.704,725.516,1585.35,0,0,0,0,0,0,-700.448,705.23,1781.11,-690.595,718.126,1883.41,-632.345,709.287,2232.48,0,0,0,-704.65,381.812,2224.36,-714.938,386.884,1886.6,-733.775,401.809,1751.41,-726.965,409.198,1588.11,0,0,0,0,0,0,-748.7,433.397,1388.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
