Frame number,766
First frame,150
Point frequency,30
Analog frequency,30

Time,M000,,,M001,,,M002,,,M003,,,M004,,,M005,,,M006,,,M007,,,M008,,,M009,,,M010,,,M011,,,M012,,,M013,,,M014,,,M015,,,M016,,,M017,,,M018,,,M019,,,M020,,,M021,,,M022,,,M023,,,M024,,,M025,,,M026,,,M027,,,M028,,,M029,,,M030,,,M031,,,M032,,,M033,,,M034,,,M035,,,M036,,,M037,,,M038,,,M039,,,M040,,,M041,,,M042,,,M043,,,M044,,,M045,,,M046,,,M047,,,M048,,,M049,,,M050,,,M051,,,M052,,,M053,,,M054,,,M055,,,M056,,,M057,,,M058,,,M059,,,M060,,,M061,,,M062,,,M063,,,M064,,,M065,,,M066,,,M067,,,M068,,,M069,,,M070,,,M071,,
5.23333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-601.046,523.67,2546.04,-568.154,595.25,2388.97,-849.116,668.86,2617.19,-845.059,626.404,2460.84,-741.31,400.215,2230.31,-757.249,738.847,2237.55,-848.971,473.679,2624,0,0,0,-770,705.954,2716.59,-730.587,867.083,2681.67,-729.573,995.32,2674.86,-751.888,1080.23,2655.59,-684.799,1170.07,2657.04,0,0,0,0,0,0,0,0,0,-780.723,446.873,2708.33,0,0,0,0,0,0,-775.361,44.7742,2618.35,-735.804,-31.1536,2649.07,0,0,0,-769.276,-37.2394,2613.13,0,0,0,-721.603,675.815,1371.05,-734.644,717.401,1583.76,0,0,0,0,0,0,-704.071,707.983,1777.93,-697.695,724.646,1881.39,-656.833,727.979,2234.07,0,0,0,-661.905,397.462,2217.26,-736.818,394.129,1626.8,-708.852,416.733,1745.9,-716.387,421.66,1582.75,0,0,0,0,0,0,-759.278,446.003,1387.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.26667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-600.902,523.38,2546.04,-567.719,594.961,2388.97,-848.536,669.005,2617.19,-844.624,626.549,2460.7,-741.02,400.215,2230.31,-756.669,738.847,2237.7,-848.826,473.679,2623.85,0,0,0,-769.565,705.954,2716.59,-729.573,866.794,2681.81,-728.124,995.03,2675.15,-750.149,1080.38,2656.02,-682.625,1169.64,2657.62,0,0,0,0,0,0,0,0,0,-780.723,446.728,2708.19,-725.371,246.765,2674.28,0,0,0,-775.506,44.6293,2618.64,-735.949,-31.2985,2649.5,0,0,0,-769.421,-37.3843,2613.57,0,0,0,-721.603,675.67,1371.05,-734.5,717.401,1583.76,0,0,0,0,0,0,-703.636,707.983,1777.78,-697.26,724.646,1881.39,-656.109,727.979,2234.07,0,0,0,-661.47,397.317,2217.26,-736.818,394.129,1626.8,-708.852,416.733,1745.9,-716.387,421.66,1582.75,0,0,0,0,0,0,-759.278,446.003,1387.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-600.612,522.945,2546.04,-567.43,594.671,2388.97,-847.957,669.15,2617.04,-844.334,626.404,2460.84,-740.585,400.36,2230.16,-755.8,738.991,2237.55,-848.681,473.824,2623.71,0,0,0,-768.986,705.664,2716.59,-728.704,866.649,2681.96,-726.675,994.741,2675.44,-748.265,1080.38,2656.46,-680.307,1169.2,2658.2,0,0,0,0,0,0,0,0,0,-780.723,446.728,2708.04,-725.516,246.765,2674.42,0,0,0,-775.506,44.4844,2619.07,-735.804,-31.4434,2649.94,0,0,0,-769.421,-37.5292,2614,0,0,0,-721.603,675.67,1371.05,-734.21,717.401,1583.76,0,0,0,0,0,0,-703.201,707.983,1777.78,-696.681,724.646,1881.39,-655.384,727.979,2234.07,0,0,0,-661.18,396.882,2217.12,-736.673,394.129,1626.94,-708.707,416.733,1745.9,-716.242,421.66,1582.75,0,0,0,0,0,0,-759.133,446.003,1387.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-600.322,522.655,2546.04,-566.995,594.236,2388.97,-847.667,669.15,2617.04,-843.754,626.839,2460.55,-740.296,400.36,2230.16,-755.075,739.136,2237.55,-848.681,473.824,2623.56,0,0,0,-768.406,705.664,2716.59,-727.544,866.359,2682.1,-725.226,994.451,2675.73,-746.526,1080.38,2657.04,-677.988,1168.91,2658.92,0,0,0,0,0,0,0,0,0,-780.723,446.583,2708.04,-725.516,246.765,2674.42,0,0,0,-775.361,44.1946,2619.36,-735.804,-31.5883,2650.23,0,0,0,-769.276,-37.819,2614.44,0,0,0,-721.603,675.815,1371.05,-733.92,717.401,1583.76,0,0,0,0,0,0,-702.766,707.983,1777.78,-696.101,724.646,1881.39,-654.66,727.834,2234.07,0,0,0,-660.89,397.027,2217.12,-736.528,394.129,1626.8,-708.418,416.733,1745.76,-716.242,421.66,1582.75,0,0,0,0,0,0,-759.133,446.003,1387.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.36667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-600.032,522.366,2546.04,-566.415,593.946,2388.97,-847.087,669.294,2616.9,-843.465,626.984,2460.41,-740.006,400.36,2230.02,-754.206,739.136,2237.55,-848.536,473.969,2623.42,0,0,0,0,0,0,-726.675,866.214,2682.25,-723.922,994.306,2675.87,-744.788,1080.23,2657.47,-676.105,1168.48,2659.5,0,0,0,0,0,0,0,0,0,-780.723,446.583,2707.9,0,0,0,0,0,0,-775.361,44.1946,2619.51,-735.804,-31.5883,2650.52,0,0,0,-769.276,-37.819,2614.73,0,0,0,-721.459,675.815,1371.05,-733.63,717.401,1583.76,0,0,0,0,0,0,-702.187,707.983,1777.78,-695.377,724.646,1881.24,-653.79,727.834,2234.07,0,0,0,-660.745,397.027,2216.97,-736.383,394.274,1626.8,-708.273,416.733,1745.76,-716.097,421.66,1582.75,0,0,0,0,0,0,-759.133,446.003,1387.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-599.887,521.931,2546.04,-565.981,593.512,2389.12,-846.508,669.584,2616.75,-843.03,627.128,2460.26,-739.716,400.36,2230.02,-753.192,739.136,2237.41,-848.246,473.969,2623.42,0,0,0,0,0,0,-725.661,866.069,2682.39,-722.618,994.016,2676.16,-743.194,1080.23,2657.91,-674.221,1168.19,2659.93,0,0,0,0,0,0,0,0,0,-780.723,446.583,2707.9,-725.516,247.49,2674.13,0,0,0,-775.361,44.0497,2619.8,-735.949,-31.5883,2650.81,0,0,0,-769.421,-37.9639,2615.02,0,0,0,-721.459,675.67,1371.05,-733.34,717.401,1583.76,0,0,0,0,0,0,-701.607,707.838,1777.78,-694.797,724.501,1881.24,-652.776,727.834,2233.93,0,0,0,-660.311,396.592,2216.97,-736.238,394.129,1626.8,-707.983,416.588,1745.76,-715.952,421.515,1582.6,0,0,0,0,0,0,-759.133,446.003,1387.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.43333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-599.887,521.641,2546.04,-565.401,593.077,2389.12,-845.928,669.729,2616.75,-842.305,627.273,2460.26,-739.426,400.215,2230.02,-752.177,739.136,2237.41,-847.812,474.114,2623.42,0,0,0,0,0,0,-724.791,865.924,2682.54,-721.459,994.016,2676.45,-741.889,1080.09,2658.2,-672.627,1168.04,2660.51,0,0,0,0,0,0,0,0,0,-780.578,446.583,2708.19,-725.806,246.475,2674.86,0,0,0,-775.651,43.9048,2619.8,-736.238,-31.8781,2650.95,0,0,0,-769.71,-38.1088,2615.02,0,0,0,-721.459,675.67,1371.05,-733.051,717.401,1583.76,0,0,0,0,0,0,-701.173,707.693,1777.64,-694.072,724.357,1881.24,-651.762,727.544,2233.93,0,0,0,-660.021,396.592,2216.97,-736.093,394.274,1626.8,-707.693,416.588,1745.76,-715.663,421.515,1582.6,0,0,0,0,0,0,-759.133,446.148,1387.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.46667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-599.742,521.351,2546.04,-564.966,592.787,2389.12,-845.493,669.874,2616.61,-841.726,627.418,2460.12,-738.991,400.215,2229.87,-751.018,739.136,2237.41,-847.522,474.259,2623.27,0,0,0,-764.929,704.94,2716.45,-723.922,865.779,2682.83,-720.299,993.871,2676.89,-740.44,1079.94,2658.63,-671.323,1167.75,2660.95,0,0,0,0,0,0,0,0,0,-780.288,446.583,2708.19,-725.661,246.475,2675.44,0,0,0,-775.651,43.9048,2620.23,-736.528,-32.1679,2651.39,0,0,0,-769.855,-38.2537,2615.31,0,0,0,-721.459,675.67,1371.05,-732.616,717.256,1583.76,0,0,0,0,0,0,-700.448,707.548,1777.64,-693.203,724.212,1881.24,-650.747,727.399,2233.78,0,0,0,-659.586,396.302,2216.97,-737.253,397.027,1626.36,-707.403,416.443,1745.61,-715.518,421.515,1582.6,0,0,0,0,0,0,-759.133,446.003,1387.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-599.597,521.206,2546.04,-564.387,592.497,2389.26,-845.203,669.874,2616.46,-841.291,627.418,2459.83,-738.557,400.215,2229.87,-750.004,739.136,2237.26,-847.087,474.259,2623.13,0,0,0,-764.639,704.94,2716.3,-723.052,865.489,2682.97,-718.995,993.726,2677.03,-739.136,1079.94,2658.78,-669.874,1167.75,2661.24,0,0,0,0,0,0,0,0,0,-780.143,446.583,2708.19,-726.385,244.592,2677.18,0,0,0,-775.506,43.7599,2620.81,-736.673,-32.3128,2651.97,0,0,0,-769.855,-38.2537,2615.88,0,0,0,-721.459,675.67,1371.05,-732.326,717.256,1583.76,0,0,0,0,0,0,-699.868,707.548,1777.49,-692.334,724.067,1881.1,-649.588,727.255,2233.78,0,0,0,-659.296,396.302,2216.97,-736.673,399.49,1626.36,-707.113,416.443,1745.61,-715.373,421.515,1582.46,0,0,0,0,0,0,-759.133,446.148,1387.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.53333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-599.163,521.061,2546.04,-563.807,592.352,2389.26,-844.914,669.584,2616.32,-840.856,627.418,2459.83,-737.977,400.215,2229.87,-748.99,739.136,2237.26,-846.652,474.114,2623.13,0,0,0,-764.349,704.795,2716.45,-722.473,865.345,2683.12,-717.836,993.436,2677.03,-737.687,1079.8,2658.49,-668.135,1167.32,2661.09,0,0,0,0,0,0,0,0,0,-779.853,446.438,2708.19,-726.095,244.447,2677.47,0,0,0,-775.361,43.615,2621.25,-736.673,-32.6026,2652.54,0,0,0,-769.71,-38.5435,2616.32,0,0,0,-721.459,675.67,1371.05,-732.036,717.256,1583.76,0,0,0,0,0,0,-699.289,707.403,1777.49,-691.609,724.067,1881.1,-648.719,727.11,2233.78,0,0,0,-658.572,396.012,2216.83,-736.238,399.055,1626.51,-706.969,416.443,1745.61,-715.228,421.37,1582.46,0,0,0,0,0,0,-759.133,446.148,1387.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
