Time,Rhip,,,Lhip,,,Lshoulder,,,HLelbow,,,Lelbow,,,Lhand,,,Rshoulder,,,HRelbow,,,Relbow,,,Rhand,,,Lfeet,,,Lknee,,,Lwaist,,,Rwaist,,,Rknee,,,Rfeet,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,-790.431,387.029,2239.29,-790.141,727.11,2242.48,0,0,0,-797.241,831.293,2750.64,-824.772,951.705,2785.27,-830.568,1127.61,2824.4,-783.766,379.059,2700.36,-789.417,295.307,2752.09,-826.656,201.122,2783.97,-864.185,95.4893,2801.79,-786.519,676.25,1371.05,-756.38,701.462,1780.97,-693.638,714.214,2234.36,-711.171,382.537,2222.19,-753.916,410.068,1746.19,-790.141,443.685,1387.42
0.0333333,-790.286,387.174,2239.43,-789.852,727.255,2242.77,-801.444,675.38,2738.47,-797.821,830.134,2752.38,-826.221,950.111,2787.88,-833.901,1125.59,2828.45,-783.911,379.059,2700.36,-792.315,295.162,2751.8,-827.526,201.846,2784.69,-865.924,97.373,2803.97,-786.519,676.25,1371.05,-756.38,701.462,1780.97,-693.203,714.503,2234.36,-711.026,382.537,2222.19,-753.916,410.068,1746.19,-790.141,443.685,1387.42
0.0666667,-789.996,387.463,2239.58,-789.417,727.544,2242.91,-801.444,674.656,2738.76,-798.835,828.25,2754.55,-827.96,947.793,2791.79,-838.828,1122.83,2833.96,-784.055,379.204,2700.36,-791.735,295.162,2752.82,-829.554,203.875,2786.29,-868.967,99.9812,2806.72,-786.519,676.25,1371.05,-755.945,701.607,1780.97,-692.768,714.503,2234.8,-710.736,382.827,2222.34,-753.626,410.213,1746.34,-790.141,443.685,1387.42
0.1,-789.417,387.608,2239.58,-789.127,727.834,2243.06,0,0,0,-799.705,827.381,2755.57,-829.264,946.489,2793.68,-842.161,1121.24,2836.86,-784.49,379.349,2700.36,-787.823,295.741,2756,-831.148,204.309,2786,-870.851,100.851,2807.44,-786.519,676.25,1371.05,-755.51,701.752,1780.97,-692.623,714.793,2234.8,-710.156,383.116,2222.34,-753.047,410.213,1746.19,-790.141,443.685,1387.42
0.133333,-788.837,387.753,2239.43,-789.272,727.979,2242.91,0,0,0,-800.139,827.381,2755.42,-829.989,946.634,2793.53,-843.754,1121.24,2836.71,-785.07,379.784,2700.36,-788.113,295.597,2755.71,-831.873,202.571,2783.39,-872.445,100.126,2805.12,-786.519,676.395,1371.05,-755.22,701.897,1780.97,-692.623,715.228,2234.94,-709.432,383.551,2222.34,-752.467,410.503,1746.19,-789.996,443.685,1387.57
0.166667,-788.113,388.043,2239.14,-789.272,728.124,2242.62,-803.037,674.221,2738.76,-801.009,828.105,2754.26,-830.713,947.503,2791.5,-843.899,1122.4,2833.53,-785.939,380.363,2700.36,-797.966,293.568,2747.74,-832.162,200.542,2780.64,-873.169,97.8077,2800.05,-786.374,676.25,1370.9,-755.075,702.042,1780.82,-692.623,715.518,2234.8,-708.852,383.841,2222.19,-752.033,410.792,1746.19,-789.996,443.83,1387.42
0.2,-787.388,388.188,2238.85,-789.417,728.269,2242.48,0,0,0,-801.299,829.264,2752.38,-830.568,949.242,2788.17,-842.885,1125.01,2827.58,-786.953,380.943,2700.36,-796.807,291.539,2744.56,-832.017,199.383,2779.19,-873.024,94.475,2793.1,-786.519,676.395,1370.9,-754.931,702.622,1781.11,-692.623,716.242,2234.65,-708.128,384.131,2222.05,-751.308,411.082,1746.19,-789.852,443.83,1387.42
0.233333,-786.953,388.478,2238.71,-789.707,728.414,2242.19,0,0,0,-801.299,831.148,2749.19,-829.989,951.995,2782.96,-841.146,1128.19,2819.47,-788.113,381.667,2700.22,-794.343,289.221,2743.25,-831.148,193.297,2771.22,-872.01,90.2729,2784.55,-786.374,676.395,1370.9,-754.931,702.332,1780.53,-693.058,716.387,2234.51,-707.548,384.71,2221.9,-751.018,411.372,1745.9,-789.852,443.83,1387.42
0.266667,-786.519,388.767,2238.42,-789.996,728.559,2241.9,0,0,0,-800.864,833.177,2745.43,-829.554,954.748,2776.58,-838.973,1131.96,2809.33,-789.417,382.537,2700.22,-793.764,287.337,2741.66,-829.989,185.617,2760.93,-870.851,85.4912,2774.55,-786.374,676.395,1370.9,-754.931,702.477,1780.53,-693.203,716.967,2234.22,-707.258,385,2221.76,-750.439,411.517,1746.05,-789.852,443.974,1387.42
0.3,-786.374,389.057,2238.13,-790.141,728.848,2241.46,0,0,0,-799.995,835.64,2740.93,-828.54,958.226,2768.9,-836.509,1136.31,2797.01,-790.866,383.551,2700.22,-792.605,285.019,2738.62,-829.554,183.009,2757.31,-869.112,80.2748,2762.81,-786.374,676.395,1370.9,-754.931,702.766,1780.39,-693.493,717.401,2234.07,-706.969,385.29,2221.61,-750.294,411.807,1746.05,-789.852,443.974,1387.42
0.333333,-786.519,389.492,2237.84,-790.286,729.138,2241.17,-804.776,678.858,2734.56,-799.125,838.103,2736.3,-827.67,961.703,2759.92,-833.611,1141.09,2782.67,-792.605,384.565,2700.22,-791.011,281.396,2733.69,-832.162,184.313,2747.45,-867.373,74.9135,2749.77,-786.519,676.539,1370.9,-754.786,703.056,1780.39,-693.638,717.836,2233.93,-707.113,385.725,2221.32,-750.294,411.952,1746.05,-789.852,443.974,1387.42
0.366667,-786.809,389.927,2237.55,-790.431,729.573,2241.03,-805.066,680.597,2734.12,-798.98,840.856,2731.37,-827.526,965.181,2750.64,-831.438,1145.58,2767.45,-794.343,385.725,2700.22,-789.417,277.049,2727.46,-828.25,176.054,2738.91,-865.489,69.8419,2736.3,-786.374,676.539,1370.9,-754.786,703.201,1780.39,-693.783,718.271,2233.78,-707.258,386.014,2221.32,-750.294,412.386,1746.05,-789.852,444.119,1387.42
0.4,-786.953,390.361,2237.41,-790.721,730.008,2240.74,-805.646,682.191,2733.11,-798.546,843.175,2726.59,-825.787,968.658,2742.09,-828.83,1149.93,2752.53,-796.227,386.884,2700.07,-787.823,273.282,2721.95,-826.511,171.852,2730.07,-863.171,65.7847,2722.68,-786.374,676.539,1370.9,-754.786,703.491,1780.39,-694.072,718.85,2233.49,-707.548,386.449,2221.18,-750.149,412.531,1746.05,-789.852,444.119,1387.42
0.433333,-787.098,390.651,2237.26,-791.156,730.153,2240.45,0,0,0,-797.821,845.348,2721.95,-824.048,971.267,2734.41,-826.366,1153.12,2739.2,-798.401,388.188,2700.07,-787.678,269.37,2716.59,-824.772,168.229,2723.11,-860.418,62.3071,2710.22,-786.374,676.539,1370.76,-754.786,703.781,1780.39,-694.362,719.14,2233.35,-707.693,386.739,2221.03,-750.294,412.821,1746.05,-789.852,444.119,1387.42
0.466667,-787.243,390.796,2237.12,-791.59,730.297,2240.3,-805.935,684.219,2730.65,-797.531,846.797,2718.91,-822.744,973.15,2728.91,-824.193,1155.29,2730.07,-800.574,389.637,2700.07,-787.533,267.776,2713.98,-823.034,165.476,2717.75,-857.375,60.2785,2700.94,-786.374,676.539,1370.76,-755.075,703.781,1780.24,-694.797,719.43,2233.35,-707.693,387.029,2221.03,-750.294,412.966,1745.9,-789.852,444.264,1387.42
0.5,-787.243,390.651,2236.97,-792.025,730.008,2240.16,0,0,0,-797.096,847.956,2717.03,-821.73,974.599,2726.01,-822.744,1156.74,2725.72,-802.748,391.086,2700.07,-784.2,266.182,2711.52,-821.295,163.158,2714.13,-854.622,59.2642,2695,-786.374,676.539,1370.76,-755.22,703.781,1780.24,-695.232,719.43,2233.2,-707.693,387.029,2220.89,-750.004,413.111,1746.05,-789.852,444.264,1387.42
0.533333,-787.243,390.506,2236.97,-792.46,729.863,2240.01,0,0,0,-796.952,848.246,2716.88,-821.15,974.889,2726.01,-821.585,1157.03,2725.57,-805.211,392.68,2699.93,-779.564,264.588,2709.35,-819.556,161.564,2711.81,-852.593,58.8295,2692.54,-786.374,676.395,1370.76,-755.365,703.636,1780.24,-695.521,719.43,2233.2,-707.838,387.029,2221.03,-750.149,412.966,1746.05,-789.852,444.264,1387.42
0.566667,-787.243,390.361,2236.97,-792.75,729.863,2240.16,0,0,0,-796.807,847.956,2717.89,-821.005,974.599,2728.18,-821.44,1156.59,2729.78,-807.674,394.129,2699.93,-778.549,264.588,2708.91,-817.962,160.405,2710.65,-852.014,58.9744,2693.99,-786.374,676.539,1370.76,-755.655,703.636,1780.39,-695.956,719.43,2233.2,-707.693,387.029,2221.03,-750.294,412.966,1745.9,-789.852,444.119,1387.57
0.6,-786.809,390.216,2236.97,-793.184,730.008,2240.3,0,0,0,-797.096,847.087,2719.92,-821.295,973.44,2731.81,-821.874,1155.15,2736.59,-810.282,395.868,2699.93,-778.694,265.168,2709.78,-816.368,159.68,2710.5,-852.014,59.4091,2698.91,-786.374,676.395,1370.76,-755.945,703.636,1780.39,-696.391,719.575,2233.2,-707.258,387.029,2220.89,-750.294,412.966,1746.05,-789.852,444.119,1387.57
0.633333,-786.229,390.216,2237.12,-793.764,730.442,2240.74,0,0,0,-797.531,845.928,2722.39,-821.874,971.846,2736.59,-822.599,1153.41,2744.99,-812.891,397.606,2699.78,-778.984,265.892,2711.95,-814.774,159.39,2711.23,-852.883,60.2785,2706.45,-786.374,676.395,1370.9,-756.38,703.636,1780.39,-696.97,719.865,2233.35,-707.113,386.884,2220.6,-750.149,413.111,1745.9,-789.852,444.264,1387.57
0.666667,-785.649,390.361,2237.12,-794.343,729.863,2240.45,-803.327,682.625,2730.36,-797.676,844.479,2724.99,-822.019,970.252,2741.22,-823.323,1151.23,2753.4,-815.644,399.345,2699.78,-780.578,267.341,2715.58,-813.325,159.39,2712.68,-853.608,61.4377,2715.14,-786.519,676.539,1370.9,-756.669,703.926,1780.39,-697.405,720.299,2233.35,-706.679,387.174,2220.74,-749.859,413.256,1745.9,-789.852,444.264,1387.57
0.7,-785.36,390.506,2237.12,-794.923,730.153,2240.74,-803.037,681.756,2730.65,-797.966,843.03,2727.02,-822.309,968.514,2745.28,-823.613,1149.06,2760.79,-818.542,401.084,2699.78,-781.882,268.21,2718.76,-812.021,159.68,2714.71,-854.622,62.7418,2723.69,-786.519,676.539,1370.9,-756.959,704.07,1780.39,-697.985,720.589,2233.49,-706.244,387.608,2220.6,-749.714,413.545,1745.9,-789.852,444.264,1387.57
0.733333,-785.07,390.796,2237.12,-795.503,730.297,2240.74,0,0,0,-798.256,842.016,2728.47,-822.744,966.92,2748.47,-823.758,1147.18,2766.58,-821.295,402.968,2699.64,-780.143,267.631,2720.36,-810.862,160.115,2717.03,-854.912,63.901,2730.5,-786.519,676.539,1370.76,-757.104,704.215,1780.53,-698.564,721.024,2233.64,-705.954,388.188,2220.6,-749.569,413.835,1745.9,-789.707,444.409,1387.57
0.766667,-784.925,390.941,2237.12,-795.792,730.442,2240.74,0,0,0,-798.401,841.291,2729.34,-822.599,966.05,2749.92,-823.179,1146.16,2769.77,-824.338,404.707,2699.64,-772.753,271.978,2723.98,-809.848,160.694,2719.49,-854.332,64.4806,2735.43,-786.519,676.539,1370.9,-764.639,713.489,1777.35,-698.854,721.314,2233.78,-705.809,388.478,2220.6,-749.569,413.98,1745.9,-789.852,444.409,1387.57
0.8,-784.925,391.086,2237.12,-795.937,730.587,2240.88,0,0,0,-798.256,841.001,2729.34,-822.164,965.76,2749.92,-821.874,1145.87,2769.91,-827.236,406.59,2699.64,-764.059,278.064,2728.18,-808.978,161.274,2721.95,-852.738,64.3357,2738.04,-786.519,676.539,1370.9,-760.147,703.636,1776.33,-698.999,721.459,2233.78,-705.52,388.912,2220.89,-749.859,414.27,1745.76,-789.852,444.409,1387.57
0.833333,-785.07,391.231,2237.12,-796.082,730.732,2240.74,-805.791,680.597,2732.38,-797.676,841.291,2728.33,-821.005,966.34,2748.32,-819.991,1146.45,2767.31,-830.279,408.619,2699.49,-761.451,279.947,2729.05,-808.254,161.999,2724.13,-850.42,63.4663,2738.04,-786.519,676.539,1370.76,-760.292,703.636,1776.33,-699.144,721.603,2233.64,-705.954,388.767,2220.45,-750.004,414.125,1746.05,-789.852,444.409,1387.57
0.866667,-785.215,391.376,2236.97,-796.227,730.732,2240.59,0,0,0,-796.952,841.871,2726.88,-819.701,967.354,2745.43,-817.383,1147.76,2762.23,-833.322,410.503,2699.49,-772.174,271.978,2723.4,-807.674,162.433,2726.01,-847.232,62.0173,2736.01,-786.519,676.539,1370.9,-760.292,703.636,1776.33,-699.434,721.459,2233.64,-706.099,388.767,2220.45,-750.004,414.27,1746.05,-789.852,444.409,1387.57
0.9,-785.215,391.231,2236.97,-796.517,730.732,2240.59,0,0,0,-796.517,842.885,2724.42,-818.397,968.803,2741.08,-814.629,1149.35,2755.42,-836.365,412.386,2699.35,-777.39,265.168,2718.91,-807.24,162.868,2727.46,-843.609,60.1336,2731.95,-786.664,676.539,1370.76,-760.292,703.636,1776.33,-699.579,721.459,2233.49,-706.099,388.912,2220.45,-750.149,414.27,1746.05,-789.852,444.409,1387.57
0.933333,-785.07,391.231,2236.83,-796.952,730.587,2240.45,-802.313,675.525,2727.89,-795.792,844.044,2721.66,-816.948,970.252,2736.3,-811.587,1151.23,2747.31,-839.407,414.415,2699.35,-775.941,265.312,2717.89,-807.095,163.013,2728.04,-839.842,57.9601,2726.73,-786.519,676.539,1370.76,-760.582,703.636,1776.33,-699.868,721.603,2233.49,-705.954,388.623,2220.45,-750.149,414.415,1746.05,-789.852,444.409,1387.57
0.966667,-784.78,391.086,2236.68,-797.241,730.442,2240.16,0,0,0,-795.213,844.914,2718.76,-815.499,971.701,2731.08,-808.978,1152.83,2738.62,-842.45,416.299,2699.35,-773.623,264.443,2716.3,-806.805,165.911,2729.2,-836.654,56.2213,2721.66,-786.519,676.539,1370.9,-760.727,703.636,1776.48,-700.448,721.603,2233.35,-705.664,389.057,2220.31,-749.714,414.415,1745.9,-789.852,444.409,1387.57
1,-784.2,391.086,2236.54,-797.821,730.153,2240.16,0,0,0,-795.213,845.638,2715.87,-814.774,972.861,2726.01,-807.095,1154.13,2730.65,-845.493,418.327,2699.2,-768.261,265.602,2713.69,-803.472,162.578,2725.14,-834.191,54.6274,2717.17,-786.519,676.395,1370.9,-761.016,703.636,1776.48,-700.883,721.893,2233.2,-705.085,389.202,2220.16,-749.424,414.56,1745.9,-789.852,444.409,1387.57
1.03333,-783.331,391.086,2236.39,-798.401,730.008,2240.16,-808.978,684.219,2730.5,-795.213,846.363,2713.55,-814.195,973.585,2722.1,-805.646,1155,2724.71,-848.536,420.211,2699.2,-769.71,263.284,2715.58,-800.719,155.623,2719.78,-832.452,53.1784,2713.55,-786.519,676.395,1370.9,-761.161,703.781,1776.62,-701.317,722.183,2233.35,-704.215,389.492,2220.02,-749.135,414.705,1745.76,-789.852,444.554,1387.57
1.06667,-782.462,390.941,2236.25,-798.69,729.718,2240.16,-808.544,684.219,2729.92,-795.213,846.508,2711.95,-813.905,974.02,2719.49,-804.921,1155.29,2720.5,-851.579,422.239,2699.06,-768.116,262.414,2714.85,-800.284,160.115,2722.39,-831.438,52.309,2711.23,-786.519,676.395,1370.9,-761.306,703.781,1776.62,-701.607,722.183,2233.2,-703.201,389.637,2219.87,-748.555,414.994,1745.9,-789.707,444.554,1387.57
1.1,-781.592,390.796,2236.25,-798.835,729.573,2240.16,-808.544,684.219,2729.49,-795.068,846.508,2710.94,-813.615,974.02,2717.89,-804.631,1155.43,2718.04,-854.622,424.123,2699.06,-767.247,261.69,2714.56,-799.415,159.245,2721.66,-830.568,51.5845,2709.93,-786.664,676.395,1370.9,-761.451,703.926,1776.62,-701.752,722.328,2233.35,-702.622,389.782,2219.73,-748.41,414.994,1745.76,-789.707,444.554,1387.57
1.13333,-780.868,390.651,2236.1,-798.69,729.138,2240.01,0,0,0,-795.068,846.508,2710.5,-813.47,974.165,2717.32,-804.631,1155.58,2717.17,-857.665,426.007,2699.06,-766.812,261.4,2714.42,-798.546,158.666,2721.37,-829.699,51.0049,2709.78,-786.664,676.395,1370.9,-761.306,703.781,1776.62,-701.607,722.328,2233.35,-701.752,389.782,2219.73,-747.83,414.85,1745.61,-789.707,444.554,1387.57
1.16667,-780.288,390.216,2235.96,-798.546,728.993,2240.16,0,0,0,-795.068,846.363,2710.36,-813.47,974.02,2717.17,-804.631,1155.43,2717.32,-860.563,427.891,2698.91,-766.088,260.676,2713.98,-797.676,158.231,2721.23,-828.54,50.5702,2710.36,-786.664,676.395,1370.9,-761.161,703.491,1776.62,-701.462,722.183,2233.35,-701.172,389.492,2219.58,-747.541,414.705,1745.61,-789.562,444.554,1387.57
1.2,-779.998,390.072,2235.96,-798.111,728.704,2240.01,-804.341,685.089,2724.71,-795.213,846.508,2710.07,-813.47,974.02,2717.17,-804.341,1155.43,2718.18,-863.461,429.774,2698.91,-765.508,259.951,2713.11,-796.952,157.941,2721.37,-827.091,49.9906,2710.94,-786.519,676.395,1370.9,-760.727,703.346,1776.77,-701.028,721.748,2233.35,-700.738,389.202,2219.58,-747.396,414.56,1745.61,-789.562,444.554,1387.57
1.23333,-779.708,389.782,2235.81,-797.676,728.414,2239.87,0,0,0,-795.213,846.797,2709.35,-812.891,974.31,2716.74,-803.182,1155.58,2718.62,-866.359,431.513,2698.91,-764.784,259.227,2712.1,-796.082,157.941,2721.66,-825.062,49.2661,2710.65,-786.664,676.25,1370.9,-760.147,703.201,1776.77,-700.448,721.603,2233.2,-700.448,388.767,2219.58,-747.251,414.415,1745.47,-789.562,444.409,1387.57
1.26667,-779.564,389.637,2235.67,-797.241,728.124,2239.58,-811.152,684.364,2727.6,-795.213,847.232,2708.04,-812.021,974.599,2715.43,-801.009,1155.87,2717.6,-869.112,433.252,2698.77,-764.059,258.357,2710.94,-795.213,157.941,2722.1,-822.744,48.1069,2709.64,-786.519,676.25,1370.9,-759.712,703.056,1776.77,-700.158,721.169,2233.2,-700.158,388.478,2219.44,-747.106,414.27,1745.47,-789.562,444.409,1387.42
1.3,-779.274,389.492,2235.52,-797.241,727.979,2239.43,-807.819,691.319,2731.66,-794.923,847.377,2707.03,-810.862,974.889,2713.98,-798.111,1156.01,2715.72,-871.72,434.991,2698.77,-763.19,257.778,2710.07,-794.198,158.086,2722.82,-819.846,47.2375,2707.9,-786.519,676.25,1370.9,-759.278,703.056,1776.77,-700.013,721.024,2233.2,-700.013,388.333,2219.44,-746.961,414.125,1745.47,-789.562,444.409,1387.57
1.33333,-778.984,389.347,2235.52,-797.241,727.544,2239.14,-808.109,683.495,2723.84,-794.198,847.522,2706.16,-808.978,975.324,2712.82,-794.923,1156.45,2713.84,-874.473,436.729,2698.77,-761.886,257.343,2709.49,-793.329,158.376,2723.55,-816.948,46.3681,2706.3,-786.519,676.25,1370.9,-758.988,702.911,1776.91,-700.303,721.024,2233.2,-699.724,388.188,2219.44,-746.671,414.125,1745.47,-789.562,444.409,1387.57
1.36667,-778.549,389.057,2235.38,-797.531,727.399,2239.29,-808.254,683.784,2723.69,-793.329,847.667,2705.58,-807.24,975.614,2711.95,-791.735,1156.59,2712.24,-876.937,438.323,2698.62,-760.727,257.198,2709.2,-792.315,158.811,2724.42,-814.34,45.7885,2705.29,-786.519,676.25,1370.9,-758.698,702.911,1776.91,-700.448,721.024,2233.35,-698.999,388.478,2219.58,-746.381,414.125,1745.32,-789.562,444.409,1387.42
1.4,-778.115,388.912,2235.23,-797.966,727.255,2239,-808.254,683.929,2723.55,-792.75,847.667,2705.14,-805.935,975.759,2711.37,-788.982,1156.45,2711.23,-879.4,439.917,2698.62,-759.857,257.488,2709.64,-791.445,159.245,2725.43,-812.456,45.3538,2704.56,-786.519,676.25,1371.05,-758.698,702.766,1776.77,-700.593,721.169,2233.35,-698.999,388.333,2219.15,-745.947,413.98,1745.47,-789.562,444.409,1387.57
1.43333,-777.825,388.912,2235.23,-797.821,727.11,2239.14,-808.689,683.929,2723.4,-792.315,847.522,2705.14,-804.921,975.759,2711.37,-787.098,1156.59,2711.37,-881.718,441.366,2698.62,-759.133,257.343,2709.64,-790.431,159.825,2726.44,-811.152,45.064,2704.27,-786.519,676.25,1371.05,-758.698,702.766,1776.91,-700.883,721.169,2233.35,-698.419,388.188,2219.29,-745.802,413.98,1745.47,-789.562,444.409,1387.42
1.46667,-777.39,388.912,2235.23,-797.966,727.255,2239.14,0,0,0,-792.025,847.667,2705,-804.341,975.759,2711.37,-785.794,1156.3,2711.95,-883.892,442.815,2698.48,-759.422,257.198,2709.49,-789.417,160.405,2727.6,-810.427,44.7742,2704.13,-786.519,676.25,1370.9,0,0,0,-700.883,721.024,2233.35,-697.985,388.333,2219.15,-745.657,413.98,1745.47,-789.562,444.409,1387.42
1.5,-776.955,388.912,2235.09,-797.966,727.255,2239.14,0,0,0,-792.025,847.667,2704.85,-804.052,975.759,2711.37,-784.925,1156.45,2712.24,-886.065,444.119,2698.48,-762.176,256.763,2708.04,-788.547,160.984,2728.62,-809.993,44.6293,2704.13,-786.519,676.25,1371.05,-754.641,709.867,1781.69,-700.883,721.314,2233.49,-697.695,388.333,2219.29,-745.512,414.125,1745.32,-789.562,444.409,1387.42
1.53333,-776.955,389.057,2235.09,-797.966,727.255,2239,-811.007,686.248,2724.56,-792.025,847.812,2704.85,-803.762,975.903,2711.23,-784.055,1156.45,2712.39,-888.094,445.423,2698.48,-761.451,256.329,2708.33,-787.533,161.564,2729.78,-809.558,44.6293,2703.98,-786.374,676.25,1371.05,-754.496,709.867,1781.69,-700.738,721.603,2233.35,-697.55,388.478,2219.15,-745.077,414.125,1745.32,-789.417,444.409,1387.57
1.56667,-776.81,389.202,2234.94,-797.966,727.544,2239,0,0,0,-791.735,847.956,2704.56,-803.182,976.193,2710.94,-783.331,1156.74,2711.95,-889.978,446.583,2698.48,-761.161,257.053,2708.62,-786.519,162.288,2730.79,-808.978,44.4844,2703.4,-786.519,676.25,1370.9,-754.351,710.011,1781.69,-700.738,721.603,2233.35,-697.405,388.623,2219.15,-744.932,414.27,1745.32,-789.417,444.409,1387.57
1.6,-776.81,389.492,2234.94,-797.821,727.544,2238.85,0,0,0,-791.445,848.246,2704.42,-802.458,976.483,2710.65,-782.462,1157.03,2711.08,-891.571,447.597,2698.33,-760.292,259.516,2710.94,-785.504,162.868,2731.95,-808.689,44.3395,2702.68,-786.519,676.25,1370.9,-754.206,710.156,1781.69,-700.738,721.893,2233.49,-697.405,388.912,2219.29,-744.787,414.27,1745.32,-789.417,444.409,1387.57
1.63333,-776.955,389.637,2234.94,-797.966,727.834,2238.85,0,0,0,-791.011,848.391,2704.27,-801.878,976.773,2710.5,-781.882,1157.32,2710.5,-893.165,448.611,2698.33,-761.886,260.386,2709.93,-784.49,163.448,2732.82,-808.544,44.4844,2701.96,-786.374,676.25,1371.05,-754.061,710.301,1781.55,-700.883,722.038,2233.49,-697.55,388.912,2219.15,-744.643,414.56,1745.32,-789.562,444.554,1387.42
1.66667,-777.1,389.782,2234.94,-798.111,728.124,2238.85,0,0,0,-790.431,848.826,2704.42,-801.733,976.918,2710.94,-781.882,1157.61,2711.08,-894.614,449.481,2698.33,-766.378,261.98,2706.45,-783.476,164.027,2733.83,-808.978,44.7742,2701.81,-786.374,676.25,1370.9,-754.206,710.446,1781.55,-701.028,722.328,2233.49,-697.84,389.202,2219.15,-744.643,414.56,1745.32,-789.417,444.554,1387.57
1.7,-777.39,389.927,2234.94,-798.111,728.414,2239,0,0,0,-789.852,849.261,2705,-801.733,977.352,2711.95,-782.751,1157.9,2712.97,-895.774,450.35,2698.33,-769.276,262.559,2704.13,-782.462,164.607,2734.56,-809.993,45.2089,2701.96,-786.374,676.25,1370.9,-754.206,710.446,1781.55,-701.028,722.473,2233.64,-697.985,389.347,2219.29,-744.643,414.705,1745.32,-789.417,444.554,1387.57
1.73333,-777.97,389.927,2235.09,-797.966,728.704,2239.14,0,0,0,-790.141,849.55,2705.87,-802.603,977.497,2713.55,-784.2,1158.04,2715.72,-896.933,451.075,2698.33,-766.233,260.386,2706.88,-781.447,165.186,2735.28,-811.297,46.0783,2702.54,-786.374,676.395,1370.9,-754.351,710.301,1781.55,-700.883,722.763,2233.49,-698.564,389.202,2219.44,-744.932,414.56,1745.47,-789.417,444.554,1387.57
1.76667,-778.404,390.072,2235.23,-797.821,729.138,2239.14,-808.978,688.421,2724.71,-790.576,849.84,2706.59,-803.472,977.642,2715,-785.939,1158.48,2718.62,-897.802,451.654,2698.33,-764.639,259.661,2708.48,-780.433,165.476,2735.72,-812.601,46.6579,2702.83,-786.374,676.395,1370.9,-754.496,710.446,1781.55,-700.738,722.618,2233.64,-698.999,389.202,2219.58,-745.367,414.56,1745.47,-789.562,444.554,1387.57
1.8,-778.839,390.361,2235.23,-797.966,729.718,2239.29,0,0,0,-790.866,850.13,2706.88,-803.617,977.932,2715.87,-786.664,1158.62,2720.36,-898.527,452.089,2698.33,-765.074,259.951,2708.62,-779.564,165.911,2736.15,-813.47,47.0926,2702.68,-786.374,676.395,1370.9,-754.496,710.446,1781.55,-700.883,722.763,2233.64,-699.434,389.202,2219.58,-745.947,414.415,1745.61,-789.562,444.554,1387.57
1.83333,-779.274,390.506,2235.23,-798.401,729.573,2239,0,0,0,-790.576,850.42,2707.03,-803.327,978.222,2716.01,-786.374,1159.06,2720.65,-899.106,452.379,2698.33,-756.09,261.11,2707.75,-778.549,166.056,2736.3,-813.76,47.2375,2702.25,-786.374,676.395,1370.9,-754.496,710.881,1781.55,-701.317,723.052,2233.64,-699.868,389.492,2219.58,-745.947,414.56,1745.61,-789.562,444.554,1387.57
1.86667,-779.708,390.651,2235.23,-799.125,729.718,2239,-809.413,688.566,2725.72,-790.576,850.854,2706.59,-802.893,978.801,2715.29,-785.215,1159.35,2719.49,-899.396,452.524,2698.19,-756.38,261.11,2707.75,-777.535,166.201,2736.15,-813.325,47.3824,2701.38,-786.374,676.539,1370.9,-754.786,711.026,1781.55,-701.897,723.342,2233.64,-700.303,389.782,2219.73,-745.947,414.705,1745.61,-789.562,444.554,1387.57
1.9,-779.998,390.796,2235.23,-799.995,729.863,2238.85,-809.413,689.291,2725.28,-790.431,851.434,2705.72,-802.168,979.381,2714.13,-783.621,1159.93,2717.75,-899.396,452.669,2698.19,-755.8,261.11,2707.17,-776.666,166.201,2735.86,-812.456,47.2375,2700.07,-786.374,676.539,1370.9,-755.365,711.026,1781.69,-702.911,723.632,2233.78,-700.593,390.072,2219.73,-745.802,414.85,1745.61,-789.562,444.554,1387.71
1.93333,-780.288,390.941,2235.23,-801.009,729.863,2239,0,0,0,-789.996,852.159,2705,-801.154,980.25,2712.68,-781.447,1160.65,2715.14,-899.396,452.524,2698.19,-755.075,261.11,2706.74,-775.651,166.056,2735.28,-811.007,47.2375,2698.77,-786.519,676.539,1370.76,-755.945,711.171,1781.69,-703.926,724.067,2233.78,-700.738,390.651,2219.87,-745.947,415.139,1745.61,-789.562,444.554,1387.57
1.96667,-780.578,390.941,2235.23,-802.168,729.863,2238.85,-809.848,690.45,2725.14,-789.852,852.883,2703.98,-800.719,981.12,2711.08,-779.853,1161.23,2712.68,-898.961,452.379,2698.33,-754.351,261.255,2706.45,-774.782,165.766,2734.56,-809.413,47.0926,2697.75,-786.519,676.539,1370.9,-756.38,711.171,1781.69,-704.795,724.212,2233.78,-701.317,390.651,2219.87,-745.947,415.139,1745.76,-789.562,444.699,1387.71
